id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_0019,https://vnexpress.net/bai-phat-bieu-cua-bo-truong-nguyen-manh-hung-nhan-100-nam-bao-chi-cach-mang-viet-nam-4904549.html,Bài phát biểu của Bộ trưởng Nguyễn Mạnh Hùng nhân 100 năm báo chí cách mạng Việt Nam,"Bộ trưởng Khoa học và Công nghệ Nguyễn Mạnh Hùng phát biểu tại buổi gặp mặt các nhà báo lĩnh vực khoa học công nghệ, đổi mới sáng tạo và chuyển đổi số nhân dịp 100 năm Báo chí cách mạng Việt Nam. VnExpress giới thiệu nội dung bài phát biểu.",Tin tức tổng hợp,,VnExpress,https://s1.vnecdn.net/vnexpress/restruct/i/v9629/ldpr/1006196/banner_share_share.png?w=1200&h=0&q=100&dpr=1&fit=crop&s=uLoy4RhawRvjWYEOE2Uwhg,non-clickbait
article_0020,https://vnexpress.net/bo-dao-nha-tranh-tai-phao-hoa-voi-anh-tren-song-han-4904628.html,Bồ Đào Nha tranh tài pháo hoa với Anh trên sông Hàn,"Đà NẵngPhiêu lưu với bản hòa nhạc rock và những màn pháo hoa đa sắc màu, Bồ Đào Nha gây ấn tượng mạnh so với màn trình diễn của đại diện đến từ Anh.",Tin tức tổng hợp,2025-06-22T00:39:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/vne8987-jpg-1750525967-1750525993.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=RzZUS9I84cIVFHT1Z1kgXw,non-clickbait
article_0021,https://vnexpress.net/13-tac-pham-doat-giai-a-bao-chi-quoc-gia-4904619.html,13 tác phẩm đoạt giải A báo chí quốc gia,"Hà NộiTối 21/6, Ban Tổ chức giải báo chí quốc gia trao tặng 13 giải A, 27 giải B và 49 giải C cho các nhóm tác giả từ cơ quan báo chí trung ương và địa phương.",Tin tức tổng hợp,2025-06-22T00:34:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/22/z6729018454530-8d044dbaa4c5ee3-3665-3035-1750555289.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=M04thrp3oLVkVTpZEH5HSw,non-clickbait
article_0022,https://vnexpress.net/da-nang-de-xuat-thu-nghiem-tai-san-so-tien-so-4904592.html,"Đà Nẵng đề xuất thử nghiệm tài sản số, tiền số","Thành phố kiến nghị cho phép hình thành tại Trung tâm tài chính quốc tế các sàn giao dịch chuyên biệt như tài sản số, tiền số cho doanh nghiệp đổi mới sáng tạo.",Tin tức tổng hợp,2025-06-21T22:20:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/ffe5727be9665e380777-175051138-5099-4220-1750511715.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=-2B_gHvLmWdOenUms05OZQ,non-clickbait
article_0023,https://vnexpress.net/vnexpress-doat-hai-giai-tai-hoi-bao-toan-quoc-2025-4904562.html,VnExpress đoạt hai giải tại Hội Báo toàn quốc 2025,"Hà NộiTại lễ bế mạc Hội Báo toàn quốc 2025 chiều 21/6, báo VnExpress được trao giải B Sản phẩm báo chí ấn tượng và giải C Sự kiện.",Tin tức tổng hợp,2025-06-21T18:08:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/bnd-1673-jpg-9631-1750499929-1-2094-9977-1750504673.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=D2imd8fZWvrRdNHQgsSXHA,non-clickbait
article_0024,https://vnexpress.net/vuot-gac-chan-nguoi-dan-ong-bi-tau-tong-tu-vong-4904542.html,"Vượt gác chắn, người đàn ông bị tàu tông tử vong","Nghệ AnNgười đàn ông ở TP Vinh lái xe máy vượt đèn tín hiệu và gác chắn, bị tàu hàng H15 tông trúng khiến tử vong, trưa 21/6.",Tin tức tổng hợp,2025-06-21T17:45:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/xemaybiendang-1750496561-8607-1750497126.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=Q2W3Jbk9oxzZEjEyhzX81g,non-clickbait
article_0025,https://vnexpress.net/bao-chi-cach-mang-viet-nam-nhan-huan-chuong-ho-chi-minh-4904508.html,Báo chí cách mạng Việt Nam nhận huân chương Hồ Chí Minh,"Ngày 21/6, Tổng Bí thư Tô Lâm trao tặng huân chương Hồ Chí Minh cho Báo chí cách mạng Việt Nam, ghi nhận những đóng góp to lớn vào sự nghiệp cách mạng của Đảng và dân tộc.",Tin tức tổng hợp,2025-06-21T17:16:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/ba121426a233156d4c22-1750488623-1750496783.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=m-pFnGf6uJJZ3Pdu0uy0lA,non-clickbait
article_0026,https://vnexpress.net/tong-bi-thu-bao-chi-can-khoi-goi-tinh-than-cong-hien-trong-xa-hoi-4904392.html,Tổng Bí thư: 'Báo chí cần khơi gợi tinh thần cống hiến trong xã hội',"Hà NộiTrong giai đoạn hiện nay, báo chí cần thổi luồng sinh khí mới, khơi dậy quyết tâm, lòng yêu nước, tinh thần cống hiến trong toàn xã hội, theo Tổng Bí thư.",Tin tức tổng hợp,2025-06-21T14:21:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/tong-bi-thu-1750480829-1750481-1169-1529-1750481524.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=rWaIzyQNs46LMcIYNKdmAg,non-clickbait
article_0027,https://vnexpress.net/nhieu-khu-dan-cu-o-thai-nguyen-ngap-hon-mot-met-4904444.html,Nhiều khu dân cư ở Thái Nguyên ngập hơn một mét,"Mưa lớn từ tối qua đến sáng nay khiến nhiều khu dân cư ở TP Thái Nguyên, TP Sông Công, TP Phổ Yên bị ngập, có nhà nước dâng cao hơn một mét.",Tin tức tổng hợp,2025-06-21T10:42:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/c5c4e22f01c54c739c922cb5f68b44-8913-7831-1750477353.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=4QtQYAHXPowXsvJo7LDEHw,non-clickbait
article_0028,https://vnexpress.net/cac-toa-soan-thich-ung-the-nao-voi-sap-nhap-bo-may-4904359.html,Các tòa soạn thích ứng thế nào với sáp nhập bộ máy?,"Tòa soạn sau sáp nhập phải bố trí nhân sự hợp lý, phóng viên năng động, nếu trước đây chỉ làm báo in thì nay phải kiêm cả báo hình, báo ảnh...",Tin tức tổng hợp,2025-06-21T08:48:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/nhg09612-1750470331-4438-1750470512.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=2wfoQm05ATdLagnKmiPD_g,non-clickbait
article_0029,https://vnexpress.net/ngoi-nha-o-cho-lon-co-3-ham-bi-mat-de-in-bao-cach-mang-4904078.html,Ngôi nhà ở Chợ Lớn có 3 hầm bí mật để in báo cách mạng,"TP HCMNgôi nhà hơn 50 năm tuổi ở quận 6 với các hầm dùng in báo, tài liệu cách mạng, hoạt động bí mật suốt 10 năm thời kháng chiến.",Tin tức tổng hợp,2025-06-21T06:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/233a1491-1750395035-1750403820.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=18XtgC5kimBuXxuNUKFVaw,non-clickbait
article_0030,https://vnexpress.net/chi-tra-che-do-cho-nguoi-nghi-viec-do-sap-xep-bo-may-truoc-30-6-4904371.html,Chi trả chế độ cho người nghỉ việc do sắp xếp bộ máy trước 30/6,"Thủ tướng Phạm Minh Chính yêu cầu hoàn thành việc chi trả chế độ cho cán bộ, công chức, viên chức, người lao động nghỉ việc do sắp xếp bộ máy trước 30/6.",Tin tức tổng hợp,2025-06-21T00:10:00+07:00,VnExpress,https://i1-vnexpress.vnecdn.net/2025/06/21/img5982-1750434185158133596577-9158-6360-1750439370.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=MqeC1Yf-x12fyRhZiu3AQQ,non-clickbait
article_0031,https://vnexpress.net/tp-hcm-chi-hon-2-240-ty-dong-xay-nha-van-hoa-thanh-nien-moi-25-tang-4904338.html,TP HCM chi hơn 2.240 tỷ đồng xây Nhà văn hóa Thanh niên mới 25 tầng,"Nhà văn hóa Thanh niên sẽ được TP HCM đầu tư hơn 2.240 tỷ đồng, quy mô 25 tầng, tổng diện tích sàn xây dựng hơn 93.500 m2.",Tin tức tổng hợp,2025-06-21T00:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/tetatty-15-jpg-1750417327-1696-1750417365.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=f_32cysMvHxX2hunXBaU9A,non-clickbait
article_0032,https://vnexpress.net/69-xa-phuong-cua-ha-tinh-sau-sap-xep-4902936.html,"69 xã, phường của Hà Tĩnh sau sắp xếp","Tỉnh Hà Tĩnh sau sắp xếp có 60 xã, 9 phường, trong đó xã Vũ Quang rộng nhất tới 533,5 km2, xã Đức Minh nhỏ nhất 23,58 km2.",Tin tức tổng hợp,2025-06-21T00:00:00+07:00,VnExpress,https://i1-vnexpress.vnecdn.net/2025/06/19/trungtamtphatinh-1750165519-1824-1750300838.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=7_zUNCeilziGJiClDeXddA,non-clickbait
article_0033,https://vnexpress.net/xe-tai-lao-vao-nha-dan-mot-nguoi-chet-4904354.html,"Xe tải lao vào nhà dân, một người chết","Khánh HòaÔtô tải chở vật liệu đang đổ dốc ở khu vực gần núi Chín Khúc, thành phố Nha Trang, bất ngờ mất kiểm soát lao vào nhà dân, một người chết, chiều 20/6.",Tin tức tổng hợp,2025-06-20T21:04:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/xetai-1750426854-1750426992-7726-1750427203.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=qIa8ARcffN-aO-c0g8i_XQ,non-clickbait
article_0034,https://vnexpress.net/bo-truong-gd-dt-xem-xet-bo-ty-le-40-hoc-sinh-thcs-vao-truong-nghe-4904302.html,Bộ trưởng GD&ĐT: Xem xét bỏ tỷ lệ 40% học sinh THCS vào trường nghề,"Đánh giá quy định 40% học sinh THCS vào trường nghề là ""cứng nhắc, thiếu căn cứ khoa học và thực tiễn"", Bộ trưởng Nguyễn Kim Sơn nói đang xem xét thay đổi.",Tin tức tổng hợp,2025-06-20T17:19:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/21/0495ed54cf2978772138-175032517-3022-7784-1750468883.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=QydyfusCZHpPTT1ywQBtfA,non-clickbait
article_0035,https://vnexpress.net/de-xuat-chinh-phu-duoc-dieu-chinh-quy-dinh-trong-luat-neu-co-vuong-mac-4904268.html,Đề xuất Chính phủ được điều chỉnh quy định trong luật nếu có vướng mắc,"Chính phủ đề xuất được ban hành nghị quyết quy phạm pháp luật điều chỉnh một số quy định tại luật, nghị quyết của Quốc hội nhằm kịp thời xử lý vướng mắc.",Tin tức tổng hợp,2025-06-20T16:56:00+07:00,VnExpress,https://i1-vnexpress.vnecdn.net/2025/06/20/202506201417302785-gen-h-z6724-7932-2324-1750409627.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=SONem4xyBTDu4wXyfSlKoQ,non-clickbait
article_0036,https://vnexpress.net/ca-nuoc-con-hon-1-2-trieu-ho-ngheo-can-ngheo-4904064.html,"Cả nước còn hơn 1,2 triệu hộ nghèo, cận nghèo","Cả nước còn 1,25 triệu hộ nghèo, cận nghèo, giảm hơn một nửa sau 5 năm và vượt chỉ tiêu đặt ra, theo Bộ Nông nghiệp và Môi trường.",Tin tức tổng hợp,2025-06-20T16:26:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/img-0651-jpg-1750392085-175039-2832-9602-1750392316.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=dLLVQ4UGNOwB5nA5qv4LLQ,non-clickbait
article_0037,https://vnexpress.net/chu-tich-nuoc-luong-cuong-nguoi-lam-bao-phai-tu-doi-moi-4904094.html,Chủ tịch nước Lương Cường: 'Người làm báo phải tự đổi mới',"Để trực tiếp tham gia vào sự nghiệp đổi mới, báo chí và người làm báo tự đổi mới, dũng cảm lên án những cái xấu, theo Chủ tịch nước.",Tin tức tổng hợp,2025-06-20T15:54:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/z6724271244833-e3f70ca2ddf30f8-9899-2661-1750409572.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=7hb7EZtiViRr_Y2APiCHSQ,non-clickbait
article_0038,https://vnexpress.net/chay-truoc-quan-an-o-trung-tam-tp-hcm-4904106.html,Cháy trước quán ăn ở trung tâm TP HCM,"Lửa bốc lên ngùn ngụt từ đường dây cáp quang sau đó lan vào quán ăn ở quận 1, khiến hơn 30 nhân viên, thực khách tháo chạy, trưa 20/6.",Tin tức tổng hợp,2025-06-20T13:11:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/IMG1236-1750408089-7776-1750408106.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=S1i5QGFHhk04JCSUvBhY1g,non-clickbait
article_0039,https://vnexpress.net/130-gian-trung-bay-tai-hoi-bao-toan-quoc-2025-4903845.html,130 gian trưng bày tại Hội Báo toàn quốc 2025,"Tại các gian trưng bày, mỗi cơ quan báo chí đều cố gắng thể hiện bản sắc, thế mạnh và việc ứng dụng công nghệ mới như AI, mô hình hóa 3D vào sản phẩm.",Tin tức tổng hợp,2025-06-20T12:49:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/z6720381599076-eaa67fd04d690862cfd78b335382afd9-1750329097-1750394274.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=CmHfp5_emodMJ2hRd9ewMg,non-clickbait
article_0040,https://vnexpress.net/sap-xep-giang-son-de-viet-nam-tang-suc-canh-tranh-quoc-te-4904019-tong-thuat.html,'Sắp xếp giang sơn để Việt Nam tăng sức cạnh tranh quốc tế',"Phó thủ tướng Nguyễn Hòa Bình cho biết công cuộc sắp xếp lại giang sơn nhằm để Việt Nam mở rộng không gian phát triển, tăng sức cạnh tranh quốc tế.",Tin tức tổng hợp,2025-06-20T10:21:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/505976914-1811729433073247-133-9183-6447-1750391207.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=Jc30vzjWGNpUmagU96Flwg,non-clickbait
article_0041,https://vnexpress.net/bo-truong-y-te-tra-loi-ve-an-toan-thuc-pham-truong-hoc-4904015-tong-thuat.html,Bộ trưởng Y tế trả lời về an toàn thực phẩm trường học,"Tham gia phiên chất vấn nhóm vấn đề giáo dục sáng 20/6, Bộ trưởng Y tế Đào trả lời về dinh dưỡng, bữa ăn cho học sinh và an toàn thực phẩm trong trường học.",Tin tức tổng hợp,2025-06-20T09:48:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/202506201018295511-gen-h-z6723-5421-7530-1750397090.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=gao5-dwcmU9dvNSGFOmj2A,non-clickbait
article_0042,https://vnexpress.net/ha-noi-su-dung-loat-xe-ve-sinh-moi-truong-moi-4903980.html,Hà Nội sử dụng loạt xe vệ sinh môi trường mới,"Nhằm tạo đột phá trong công tác bảo vệ môi trường đô thị, Hà Nội đưa vào hàng loạt xe thu gom, vận chuyển rác thải và vệ sinh môi trường hiện đại.",Tin tức tổng hợp,2025-06-20T09:27:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/1u0a2998-jpg-1750384396-1750385182.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=1EzblYQfZyno6AYs0FQQDQ,non-clickbait
article_0043,https://vnexpress.net/nguoi-lon-khong-danh-nhau-thi-khong-con-bao-luc-hoc-duong-4903893-tong-thuat.html,'Người lớn không đánh nhau thì không còn bạo lực học đường',"Đại biểu hỏi bao giờ hết bạo lực học đường, Bộ trưởng Giáo dục và Đào tạo trả lời nếu ngày nào đó người lớn không đánh nhau thì trường học không còn bạo lực.",Tin tức tổng hợp,2025-06-20T07:49:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/bt-son-1750383412-1472-1750383-3831-5038-1750383957.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=9dY04wpJUfXwSmLLd6U_PA,non-clickbait
article_0044,https://vnexpress.net/hien-trang-khu-dat-150-ha-o-thu-thiem-se-lam-cong-vien-sinh-thai-4903798.html,Hiện trạng khu đất 150 ha ở Thủ Thiêm sẽ làm công viên sinh thái,"TP HCMKhu đất là vùng đầm lầy, mảng xanh rậm rạp, được Tập đoàn Trường Hải (Thaco) đề xuất nghiên cứu làm công viên lớn thứ hai của TP HCM.",Tin tức tổng hợp,2025-06-20T06:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/19/dji-0760-1750324495-1750339186.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=wiET-6CXkRpsNSY4MYfy-Q,non-clickbait
article_0045,https://vnexpress.net/93-phuong-xa-cua-tp-da-nang-sau-sap-nhap-4903776.html,"93 phường, xã của TP Đà Nẵng sau sáp nhập","Đà Nẵng và Quảng Nam sáp nhập thành TP Đà Nẵng, có 23 phường, 70 xã và một đặc khu Hoàng Sa, trung tâm hành chính đặt tại Đà Nẵng.",Tin tức tổng hợp,2025-06-20T01:31:00+07:00,VnExpress,https://i1-vnexpress.vnecdn.net/2025/06/19/a-1750336150-2670-1750336489.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=yPlPGCVxJ9BRn7tKDOI1yQ,non-clickbait
article_0046,https://vnexpress.net/giai-phap-nao-de-bao-chi-canh-tranh-voi-mang-xa-hoi-4903867.html,Giải pháp nào để báo chí cạnh tranh với mạng xã hội?,"Trong bối cảnh bị mạng xã hội cạnh tranh gay gắt, nhiều chuyên gia cho rằng báo chí cần trở thành nơi để độc giả kiểm chứng thông tin, cần nâng cao chất lượng.",Tin tức tổng hợp,2025-06-20T00:29:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/19/unknown-3-1750337128-175033719-5449-9966-1750337558.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=j0eueUK_Cq1R7-HVR9aXOQ,non-clickbait
article_0047,https://vnexpress.net/ngay-dau-van-hanh-thu-nghiem-chinh-quyen-hai-cap-o-binh-dinh-4904100.html,Ngày đầu vận hành thử nghiệm chính quyền hai cấp ở Bình Định,"Sáng 20/6, Bình Định vận hành thử nghiệm chính quyền hai cấp với 3 thủ tục hành chính số hóa được hoàn thành trong 15 phút.",Tin tức tổng hợp,2025-06-20T13:00:00+07:00,VnExpress,https://i2-vnexpress.vnecdn.net/2025/06/20/16d-1750399032-2432-1750399203.jpg?w=1200&h=0&q=100&dpr=1&fit=crop&s=3Hj0IsMYxwVp3R94wacK1g,non-clickbait
